attempts,time_played,booster_used,level_completion_time,specific_action_usage,lives_from_ads,purchase_amount,purchase_date,device_type,os_version,friend_invites_sent,friend_invites_received,guild_chat_messages,facebook_connect_status,social_engagement_through_facebook,churn,hard_level,purchase_month,ps
43,800,85,95,color bomb usage,9,16.28,,ipad,12.7,8,0,8,0,low,1,0,,0.19924127338769093
6,34798,0,50,fish usage,12,16.28,,ipad,11.9,51,7,9,0,low,0,1,,0.30440984273345023
27,6528,27,50,wrapped candy blast,0,16.28,,ipad,11.2,52,14,96,0,low,0,1,,0.20300544590422895
210,40554,13,50,striped candy swipe,0,99.99,,android,14.9,3,6,0,0,low,0,0,,0.2835051133051126
304,2817,28,799,color bomb usage,0,16.28,,ipad,17.8,3,9,53,0,low,0,1,,0.1991531959056131
285,800,42,50,fish blast,5,16.28,,iphone,13.7,8,0,0,0,low,0,0,,0.18427826628965532
28,800,2,1163,striped candy swipe,0,22.78,,android,18.4,25,6,2,1,low,0,0,,0.32407444498705573
56,10974,15,897,color bomb usage,1,16.28,,iphone,11.3,9,13,118,0,low,0,1,,0.19148294455099246
4,6938,6,897,fish blast,11,16.28,,ipad,16.6,6,14,2,1,low,0,1,,0.2878502257695422
108,13314,80,184,wrapped candy blast,0,16.28,,android,12.3,7,53,37,1,low,0,0,,0.21935292001354767
64,26851,95,226,special candy swap,5,16.28,,iphone,18.2,21,18,40,1,low,0,0,,0.22342183982678582
112,800,63,517,special candy swap,48,16.28,,ipad,11.5,2,5,80,0,low,0,0,,0.22308314082895764
29,800,14,267,striped candy swipe,11,16.28,,android,11.5,15,10,9,0,low,1,1,,0.2746301083265294
79,70504,14,803,extra moves,0,16.28,,ipad,12.5,11,11,0,1,low,1,0,,0.1820764656634251
4,800,0,293,fish usage,0,16.28,,ipad,12.8,6,22,0,0,low,1,1,,0.23463062203598783
4,6294,4,50,striped candy swipe,0,16.28,,ipad,11.5,25,51,10,0,low,0,1,,0.22308314082895764
4,800,5,50,extra time boost,0,16.28,,ipad,16.5,36,2,4,1,low,0,0,,0.15905693200827156
61,800,95,469,color bomb creation,2,16.28,,iphone,11.2,0,0,29,0,low,1,0,,0.21325194208839376
136,800,9,678,wrapped candy blast,6,16.28,,ipad,11.2,19,7,36,1,low,1,0,,0.20300544590422895
206,33560,8,50,wrapped candy swap,1,16.28,,ipad,13.1,0,15,9,0,high,0,1,,0.25105601439325126
223,95000,95,986,color bomb creation,9,16.28,,ipad,12.2,57,12,22,0,low,0,0,,0.3232255188159385
144,6429,5,419,fish usage,9,16.28,,ipad,11.2,7,112,0,0,low,0,0,,0.20300544590422895
347,800,2,50,extra moves,5,16.28,,ipad,13.4,22,0,0,1,low,0,0,,0.2063911764994065
57,3344,15,372,special candy swap,0,16.28,,iphone,13.0,15,112,33,0,low,1,0,,0.1736709983770454
4,800,21,403,wrapped candy blast,10,16.28,,ipad,11.8,18,2,0,0,low,0,0,,0.2987516067051628
11,800,11,288,extra time boost,6,16.28,,iphone,11.2,1,2,29,0,low,0,0,,0.21325194208839376
4,800,3,634,wrapped candy blast,1,16.28,,iphone,13.2,13,6,17,0,low,0,0,,0.2199524249249908
350,937,16,318,wrapped candy blast,4,53.66,,android,14.1,4,4,0,0,low,1,0,,0.23686747895227586
281,800,14,1659,special candy swap,43,16.28,,iphone,14.4,24,8,48,1,low,0,0,,0.2670593100009214
21,7423,10,222,fish usage,0,16.28,,android,13.5,1,0,0,1,low,0,0,,0.2896044288709832
53,95000,95,2085,wrapped candy blast,0,16.28,,ipad,12.0,2,0,9,0,low,0,1,,0.19181081517078635
4,800,0,50,wrapped candy swap,10,16.28,,ipad,13.7,7,8,35,1,low,1,1,,0.17511405581787803
18,43222,7,197,color bomb creation,0,16.28,,iphone,13.9,12,2,12,0,low,0,0,,0.15869876295931903
210,800,2,911,fish blast,11,16.28,,android,12.3,10,2,7,0,low,0,0,,0.21935292001354767
4,800,0,189,extra time boost,13,16.28,,iphone,18.1,14,0,10,0,low,0,0,,0.21328807308999934
4,11996,3,541,special candy swap,0,16.28,,android,15.8,3,0,1,1,low,0,0,,0.29101684546592865
99,17519,36,526,wrapped candy blast,2,16.28,,iphone,11.2,10,52,119,0,high,1,0,,0.21325194208839376
4,32772,95,77,striped candy swipe,0,16.28,,iphone,19.2,2,65,47,0,low,0,0,,0.1492254784483836
41,4966,13,389,striped candy swipe,0,16.28,,android,13.2,6,7,37,0,low,0,0,,0.25798600717194115
29,800,74,50,fish usage,13,16.28,,iphone,13.6,15,22,11,0,low,1,1,,0.30395484811506857
54,800,14,50,extra moves,5,16.28,,iphone,14.0,6,0,0,1,low,0,0,,0.2885269098006742
69,27128,78,278,extra moves,0,16.28,,ipad,14.5,14,20,102,0,low,1,0,,0.2075992343618975
81,23784,2,50,color bomb usage,0,16.28,,ipad,14.9,30,0,0,0,low,0,0,,0.24911914775537658
374,36272,14,209,color bomb usage,3,16.28,,ipad,14.8,0,6,13,0,low,0,0,,0.24963672122409453
94,20132,92,2280,wrapped candy blast,49,16.28,,ipad,13.1,6,0,0,0,low,0,1,,0.25105601439325126
4,2957,0,197,fish usage,0,16.28,,android,18.8,5,23,8,0,low,1,1,,0.46397293989812827
399,95000,6,95,striped candy swipe,21,16.28,,android,13.3,2,0,100,0,low,0,0,,0.19982987809951186
207,21549,15,173,extra moves,0,16.28,,iphone,18.4,0,0,7,0,low,0,0,,0.2805635409118682
62,2321,16,1075,special candy swap,4,16.28,,ipad,12.0,0,7,0,1,low,1,0,,0.19181081517078635
4,800,6,50,fish usage,8,16.28,,ipad,17.5,10,0,79,0,low,0,0,,0.15276020475045418
252,800,68,106,special candy swap,13,16.28,,android,13.5,45,0,7,0,low,0,0,,0.2886035185385359
268,800,95,50,color bomb creation,0,16.28,,ipad,16.1,0,0,0,0,low,1,0,,0.2644305907701316
400,95000,6,704,wrapped candy blast,1,16.28,,iphone,11.3,22,5,23,0,high,0,0,,0.19148294455099246
186,800,34,269,wrapped candy blast,3,16.28,,iphone,11.2,11,3,9,0,low,0,0,,0.21325194208839376
4,43182,1,209,special candy swap,0,16.28,,ipad,14.3,6,16,30,0,low,0,0,,0.37727987523489837
192,4446,0,50,special candy swap,0,16.28,,ipad,11.2,16,8,4,0,low,0,0,,0.20300544590422895
13,800,16,307,extra time boost,5,16.28,,ipad,11.2,0,0,24,1,low,0,0,,0.20300544590422895
195,4639,1,358,fish usage,1,16.28,,ipad,11.2,0,4,0,1,low,1,0,,0.20300544590422895
45,10503,9,93,fish usage,0,16.28,,android,13.5,2,96,66,1,low,0,1,,0.2896044288709832
4,6625,30,84,color bomb creation,0,16.28,,ipad,12.7,9,18,37,0,low,0,1,,0.19924127338769093
151,9192,4,234,fish usage,3,16.28,,ipad,18.6,1,0,42,1,low,0,1,,0.4116341664275028
4,800,77,624,striped candy swipe,0,16.28,,android,11.2,18,112,162,1,low,0,0,,0.2514144317334905
209,800,95,50,extra moves,48,16.28,,ipad,17.4,6,2,14,1,low,0,0,,0.22492370044094273
4,800,13,50,striped candy swap,7,16.28,,iphone,15.9,10,112,34,0,low,1,0,,0.22604860283401962
4,3751,12,494,striped candy swipe,14,16.28,,iphone,19.1,0,0,24,0,low,0,1,,0.31058068266757244
355,800,0,295,color bomb creation,25,25.05,,iphone,12.5,0,21,35,1,low,0,0,,0.18989771313266748
46,800,0,50,fish usage,11,16.28,,ipad,11.7,49,24,12,0,low,0,0,,0.1991739213374939
299,800,78,1346,extra time boost,4,16.28,,ipad,15.8,4,29,16,0,low,0,1,,0.2374007837672025
78,6140,72,460,color bomb creation,0,16.28,,iphone,11.4,0,30,40,0,low,0,0,,0.1481284812458719
4,800,4,50,fish usage,13,25.78,,iphone,11.4,25,28,12,0,moderate,1,1,,0.14669706152621148
4,800,67,636,color bomb creation,0,20.51,,ipad,17.3,1,9,3,1,low,0,1,,0.19109950811764456
4,800,88,964,special candy swap,0,16.28,,iphone,15.2,24,28,0,0,low,0,0,,0.25629566723384495
73,8273,12,178,color bomb usage,0,17.52,,ipad,15.1,13,48,0,0,low,1,0,,0.3195853745381407
125,1850,95,226,striped candy swipe,43,14.42,,android,15.4,4,5,6,1,low,1,0,,0.38881626348657256
4,800,17,1116,fish usage,3,4.52,,ipad,11.2,49,13,105,0,low,0,1,,0.20529609115562986
103,800,7,50,extra time boost,5,3.04,,iphone,13.6,13,4,5,1,low,0,0,,0.30732346225077123
394,89802,15,285,fish usage,3,16.28,,ipad,16.0,11,19,100,1,low,0,0,,0.12117519497381857
299,4858,36,518,striped candy swipe,9,16.28,,ipad,14.3,3,6,14,0,low,1,0,,0.37727987523489837
66,13539,2,222,wrapped candy blast,0,16.28,,ipad,11.2,53,9,26,1,low,0,0,,0.20300544590422895
34,81620,15,219,special candy swap,5,16.28,,ipad,11.2,28,112,12,0,low,0,0,,0.20300544590422895
213,800,4,403,fish usage,5,16.28,,android,13.3,27,7,15,0,low,0,0,,0.173630993726973
214,800,1,796,color bomb creation,10,16.28,,ipad,11.2,6,0,0,0,low,1,0,,0.20300544590422895
57,11420,22,50,striped candy swipe,0,16.28,,ipad,12.6,21,62,101,1,low,1,0,,0.13436245982739492
95,22517,60,340,striped candy swipe,0,16.28,,android,14.0,0,6,3,0,low,0,0,,0.3344339941397787
91,800,95,2280,color bomb creation,4,16.28,,iphone,11.2,76,5,12,0,low,0,0,,0.21325194208839376
400,13581,12,50,wrapped candy blast,49,16.28,,android,17.7,37,0,4,1,low,1,0,,0.36775910058622757
4,800,13,1020,color bomb usage,5,16.28,,iphone,17.2,76,15,75,0,low,0,0,,0.2934620904946295
94,800,1,251,fish usage,11,16.28,,iphone,12.1,76,5,10,1,low,0,1,,0.215155161285827
4,800,73,50,fish usage,6,16.28,,iphone,11.2,40,2,0,0,low,0,0,,0.21325194208839376
17,21821,17,50,extra time boost,7,16.28,,android,12.1,15,8,0,1,low,0,0,,0.25262786692572403
194,61465,0,50,fish usage,0,16.28,,iphone,11.2,0,25,1,0,low,1,0,,0.21325194208839376
96,14144,64,858,fish usage,0,16.28,,ipad,11.8,0,0,4,0,low,0,0,,0.2987516067051628
246,2765,16,809,striped candy swipe,10,16.28,,iphone,15.1,0,30,72,0,low,1,0,,0.3335860793608508
4,800,35,50,special candy swap,0,16.28,,iphone,18.4,16,0,3,1,low,0,0,,0.2805635409118682
30,800,13,1058,striped candy swipe,9,16.28,,iphone,17.4,8,16,75,0,low,0,0,,0.2359489795973588
4,2025,8,163,extra time boost,0,16.28,,ipad,15.7,7,6,11,0,low,0,0,,0.27115954126485364
400,13367,19,299,fish usage,0,16.28,,android,14.4,0,2,10,0,low,1,1,,0.31104399315249587
291,11530,7,271,striped candy swipe,0,16.28,,android,13.4,18,17,2,1,low,0,0,,0.25534885686706205
314,77184,0,1653,special candy swap,0,16.28,,iphone,16.4,2,24,0,0,low,1,1,,0.39132748874065065
145,95000,15,829,special candy swap,0,16.28,,ipad,16.5,7,0,35,0,low,1,0,,0.15905693200827156
28,3986,11,50,color bomb usage,12,16.28,,iphone,12.0,5,9,40,0,low,1,0,,0.2016352250357119
270,3202,26,256,fish usage,0,16.28,,ipad,14.4,2,108,21,1,low,0,0,,0.2550656212609086
4,800,19,50,fish usage,0,16.28,,android,15.3,23,0,24,0,low,0,1,,0.32189183080283595
4,58846,41,130,fish usage,0,16.28,,ipad,13.9,76,3,13,0,high,0,0,,0.1505718194622575
38,67507,55,50,fish usage,3,16.28,,iphone,13.3,17,23,12,1,low,1,1,,0.16774290531517327
31,27692,25,353,wrapped candy blast,18,16.28,,android,12.6,22,0,11,1,low,1,0,,0.16920626849199322
4,4574,1,50,wrapped candy blast,2,16.28,,iphone,19.3,25,35,3,0,low,0,1,,0.35093237325188903
4,800,56,50,extra moves,5,16.28,,android,16.0,57,6,2,1,low,1,1,,0.15383732018339186
104,800,2,108,fish usage,3,16.28,,iphone,12.0,2,0,0,1,low,0,0,,0.2016352250357119
38,6888,6,80,color bomb usage,2,16.28,,iphone,19.3,24,7,0,1,low,1,1,,0.35093237325188903
228,21768,3,952,special candy swap,3,16.28,,iphone,11.2,4,2,9,0,low,0,0,,0.21325194208839376
4,12962,2,50,fish usage,0,16.28,,android,12.3,37,0,25,0,low,1,0,,0.21935292001354767
4,2120,15,607,wrapped candy blast,1,16.28,,ipad,15.7,6,24,43,1,low,1,0,,0.27115954126485364
361,3578,0,142,wrapped candy blast,2,16.28,,iphone,11.2,43,0,5,1,low,0,0,,0.21325194208839376
58,800,15,1027,color bomb creation,6,16.28,,iphone,14.5,0,0,26,0,low,1,0,,0.21801417130186754
241,800,66,351,special candy swap,0,16.28,,android,13.3,19,8,13,0,low,0,1,,0.19982987809951186
45,30693,41,102,wrapped candy blast,0,16.28,,ipad,15.4,17,5,0,1,low,0,0,,0.32496372940857376
29,800,14,791,fish usage,7,16.28,,ipad,12.9,15,24,0,0,low,1,0,,0.23436470904240436
197,800,35,50,special candy swap,8,16.28,,iphone,11.8,10,0,0,1,low,0,1,,0.311939305328091
61,5393,30,341,wrapped candy blast,0,16.28,,ipad,11.9,1,18,0,1,low,0,0,,0.30440984273345023
98,3808,10,281,wrapped candy swap,25,16.28,,iphone,18.8,4,0,0,1,low,0,0,,0.41127202675858343
256,800,15,709,extra time boost,8,16.28,,android,13.3,55,11,5,0,low,1,0,,0.19982987809951186
103,800,15,415,wrapped candy blast,11,16.28,,iphone,16.4,28,0,0,1,low,0,0,,0.39132748874065065
19,12027,6,50,extra moves,10,16.28,,iphone,12.3,17,0,4,1,low,0,0,,0.1848553156372041
358,8091,4,167,wrapped candy blast,0,2.44,,android,17.5,22,7,9,0,moderate,0,0,,0.1946631875903258
4,800,11,276,color bomb creation,6,16.28,,iphone,13.2,18,10,108,1,low,0,0,,0.2199524249249908
70,800,3,150,extra time boost,0,16.28,,android,11.2,56,8,0,1,high,0,0,,0.2514144317334905
63,800,15,55,extra moves,38,16.28,,ipad,19.3,8,9,104,1,low,1,1,,0.33690335442076175
93,66645,13,413,striped candy swipe,0,16.28,,ipad,13.8,8,0,105,0,low,1,1,,0.36051600013031226
97,28244,95,50,special candy swap,4,16.28,,ipad,19.3,0,0,3,0,low,1,0,,0.33690335442076175
83,800,10,177,striped candy swipe,12,16.28,,ipad,13.0,11,7,24,0,low,1,0,,0.16492763666039484
95,16441,68,50,extra moves,2,16.28,,iphone,12.2,15,54,39,1,low,1,0,,0.33697441842519615
22,9598,0,50,rewarded_boosters,0,16.28,,ipad,12.9,47,5,11,1,low,0,0,,0.23436470904240436
65,800,10,50,color bomb creation,11,16.28,,ipad,14.2,76,7,11,0,low,1,0,,0.2739851740047214
28,7850,54,120,striped candy swipe,3,16.28,,android,14.5,2,2,71,1,low,0,0,,0.2567507667935521
40,9691,14,1102,striped candy swipe,11,16.28,,iphone,14.7,3,20,25,0,low,0,0,,0.2732475394715858
4,800,5,50,fish usage,0,16.28,,android,14.0,0,0,1,0,low,0,1,,0.3344339941397787
106,8763,0,50,special candy swap,0,16.28,,ipad,12.6,0,17,20,1,low,1,0,,0.13436245982739492
63,2358,49,107,color bomb usage,3,16.28,,android,14.2,47,1,0,1,low,0,0,,0.3322637414158057
57,800,32,504,fish usage,2,16.28,,iphone,12.3,24,3,0,0,low,1,0,,0.1848553156372041
38,10237,0,50,wrapped candy blast,0,16.28,,iphone,17.8,5,0,0,1,low,0,0,,0.20925630476604729
180,2055,14,1020,fish usage,43,16.28,,iphone,11.7,4,18,12,0,low,0,0,,0.2092778068514221
68,5842,78,1189,color bomb usage,7,16.28,,android,15.2,7,55,51,1,low,0,0,,0.2992313322876875
233,800,0,203,striped candy swipe,12,16.28,,android,12.6,5,20,28,1,low,0,1,,0.16989198461528807
271,800,1,306,fish blast,5,16.28,,ipad,17.1,5,0,10,1,low,1,1,,0.32061931961899226
265,800,33,50,fish usage,13,16.28,,ipad,13.6,6,10,37,0,low,1,0,,0.2909619616526579
245,29381,0,50,special candy swap,2,16.28,,iphone,12.6,3,53,11,1,low,0,0,,0.14176052996274172
39,800,7,1607,color bomb creation,0,16.28,,ipad,13.6,0,0,26,0,low,1,1,,0.2909619616526579
397,95000,7,50,fish usage,2,16.28,,ipad,15.4,7,8,53,0,low,0,0,,0.32496372940857376
97,2306,87,784,extra moves,40,16.28,,ipad,12.0,7,0,17,0,low,0,0,,0.19181081517078635
281,1917,15,50,rewarded_boosters,0,16.28,,iphone,18.9,4,19,49,0,low,1,1,,0.24601011440271556
4,800,31,50,color bomb usage,3,16.28,,ipad,11.6,0,21,40,1,low,0,1,,0.24121517675566198
4,32369,1,50,color bomb usage,0,16.28,,ipad,19.3,0,6,0,1,low,0,0,,0.33690335442076175
51,800,56,918,striped candy swipe,1,16.28,,android,11.2,0,0,7,1,low,0,0,,0.2514144317334905
4,800,14,323,wrapped candy blast,1,16.28,,android,11.2,76,11,42,0,low,0,0,,0.2514144317334905
91,13085,9,1849,wrapped candy blast,7,16.28,,ipad,19.3,0,7,65,1,low,0,0,,0.33690335442076175
33,5046,0,418,striped candy swipe,6,15.72,,iphone,12.2,6,7,18,1,low,0,0,,0.33712443358385524
4,11879,16,249,fish usage,0,16.28,,iphone,12.7,20,1,13,1,low,0,0,,0.20934768242563537
400,6308,83,165,rewarded_boosters,2,16.28,,iphone,11.2,40,0,44,1,high,0,0,,0.21325194208839376
59,18623,64,230,extra time boost,0,16.28,,android,13.7,4,15,22,1,low,0,0,,0.2178660714983405
4,800,62,97,fish usage,0,15.36,,ipad,14.2,17,2,2,1,low,0,0,,0.2742046267376351
400,36811,95,524,wrapped candy blast,15,16.28,,ipad,11.2,0,18,58,0,low,0,0,,0.20300544590422895
85,800,22,366,color bomb creation,49,16.28,,android,12.8,5,0,27,1,low,0,1,,0.28785720908606854
377,800,6,150,extra time boost,0,16.28,,ipad,12.5,12,20,12,1,low,0,0,,0.1820764656634251
229,800,48,343,fish blast,6,16.28,,ipad,17.7,4,3,11,0,low,0,0,,0.30610879426086585
17,3479,12,488,extra moves,0,16.28,,ipad,16.5,24,7,28,0,low,1,0,,0.15905693200827156
400,6720,87,50,special candy swap,1,16.28,,ipad,14.1,12,3,73,0,low,1,0,,0.19755452147996716
4,800,0,610,color bomb usage,2,16.28,,iphone,13.6,53,16,12,1,low,0,1,,0.30395484811506857
4,800,0,527,extra time boost,0,16.28,,ipad,11.2,22,10,38,0,low,0,0,,0.20300544590422895
4,3660,4,248,striped candy blast,0,16.28,,ipad,15.9,16,0,42,0,low,0,1,,0.21535554861572362
400,2212,16,897,striped candy swipe,3,16.28,,iphone,16.1,0,35,0,0,low,0,0,,0.27670107021535373
4,6083,24,816,fish usage,0,16.28,,android,13.1,18,14,9,0,low,1,1,,0.30651649288584104
122,13518,0,50,wrapped candy blast,0,16.28,,android,14.2,3,0,1,0,low,0,0,,0.3322637414158057
4,800,4,135,striped candy swipe,22,16.28,,ipad,13.1,76,61,63,0,low,0,0,,0.25105601439325126
4,800,11,326,extra moves,3,16.28,,ipad,19.3,5,0,9,0,low,1,0,,0.33690335442076175
4,12863,3,802,fish usage,0,16.28,,android,12.9,44,5,162,1,low,0,0,,0.2875536367392075
45,4814,49,53,extra moves,20,16.28,,ipad,17.7,1,75,4,0,low,0,0,,0.30610879426086585
60,800,48,351,fish usage,7,16.28,,ipad,15.3,12,6,18,1,low,1,0,,0.26471128700129204
4,2014,13,1191,extra moves,1,16.28,,ipad,15.9,11,0,0,0,low,0,0,,0.21535554861572362
389,800,13,1065,special candy swap,0,16.28,,android,12.9,27,62,162,0,low,0,1,,0.25349724490449654
167,800,15,1170,wrapped candy blast,0,16.28,,android,11.4,0,3,0,1,low,1,0,,0.177262611538244
51,10041,1,490,striped candy swipe,2,16.28,,android,19.1,3,0,9,1,low,0,1,,0.3582299411062209
400,77652,22,1591,special candy swap,8,16.28,,iphone,18.7,22,34,88,0,low,1,0,,0.22748111827413742
400,11557,4,50,wrapped candy blast,7,16.28,,ipad,13.4,2,2,66,0,low,0,0,,0.2063911764994065
8,800,71,235,wrapped candy blast,2,16.28,,ipad,17.5,11,0,2,0,low,0,0,,0.15276020475045418
31,800,1,50,fish usage,49,16.28,,ipad,14.7,17,6,1,1,low,0,0,,0.26107492982367453
4,2353,12,124,fish usage,0,16.28,,iphone,15.6,5,6,2,1,low,0,0,,0.18058762811007642
105,800,7,73,special candy swap,13,16.28,,ipad,11.2,53,8,6,0,low,1,0,,0.20300544590422895
4,4938,0,50,extra time boost,6,16.28,,iphone,12.6,15,1,18,1,low,0,0,,0.14176052996274172
4,9663,0,50,rewarded_boosters,0,17.62,,iphone,14.2,5,9,57,0,low,0,1,,0.28619801479349416
400,800,29,1414,extra moves,1,16.28,,iphone,15.6,53,5,0,0,low,1,0,,0.18058762811007642
4,800,14,50,fish usage,0,16.28,,android,16.0,12,0,0,0,low,0,0,,0.15383732018339186
37,7289,95,167,wrapped candy blast,13,16.28,,ipad,12.5,25,0,0,0,low,1,0,,0.1820764656634251
400,800,8,1052,extra moves,12,16.28,,ipad,16.5,4,0,32,0,low,1,0,,0.15905693200827156
259,800,63,50,fish usage,26,16.28,,iphone,14.8,0,1,2,0,low,0,0,,0.2614647323286138
97,29173,8,746,fish usage,0,16.28,,iphone,11.2,16,0,117,1,low,0,1,,0.21325194208839376
36,9150,95,182,striped candy swipe,0,16.28,,ipad,15.1,0,4,89,0,low,0,0,,0.31990872316269425
4,21704,0,52,fish usage,10,16.28,,ipad,11.2,55,11,33,1,low,1,0,,0.20300544590422895
65,20569,55,414,striped candy swipe,7,16.28,,ipad,17.7,20,24,41,1,high,0,0,,0.30610879426086585
4,800,54,50,fish usage,20,16.28,,android,11.7,3,4,10,1,low,0,1,,0.2469523411275909
138,800,11,249,extra moves,32,16.28,,iphone,12.5,11,18,88,1,low,1,1,,0.1915204416204106
4,7174,0,50,fish usage,0,16.28,,ipad,13.8,23,2,12,0,low,0,1,,0.36051600013031226
4,2978,4,50,extra moves,0,16.28,,ipad,15.9,0,18,0,0,low,0,0,,0.21535554861572362
19,800,33,622,color bomb creation,14,16.28,,ipad,11.9,1,0,13,0,high,0,0,,0.30440984273345023
316,8375,10,497,fish usage,0,16.28,,android,12.7,1,6,108,1,low,0,0,,0.24703086595446327
400,13776,0,151,color bomb usage,8,16.28,,ipad,12.8,19,1,0,0,low,0,0,,0.23463062203598783
4,5130,36,50,extra time boost,1,16.28,,iphone,16.6,7,14,7,1,low,0,0,,0.30076310019215996
14,10126,14,50,fish blast,10,16.28,,ipad,19.3,47,0,39,0,high,1,0,,0.33690335442076175
350,800,53,277,wrapped candy blast,1,16.28,,ipad,15.2,5,32,108,0,low,1,1,,0.24462403867129662
138,800,10,2280,extra moves,46,16.28,,ipad,19.1,12,12,21,0,low,1,0,,0.29742559340518104
4,1701,74,1799,fish usage,0,16.28,,android,12.4,5,1,1,1,low,0,0,,0.3447765779461655
319,30391,0,141,extra time boost,10,16.28,,iphone,16.7,6,42,2,0,low,1,0,,0.3596930902864003
4,2200,4,2280,extra time boost,0,16.28,,android,14.8,5,32,0,1,low,0,0,,0.30491131200311145
4,800,79,2280,extra moves,0,16.28,,ipad,11.7,2,3,0,1,low,0,0,,0.1991739213374939
54,23857,64,64,extra time boost,0,16.28,,ipad,12.4,76,13,8,0,low,0,0,,0.28524081452353917
4,5282,95,355,special candy swap,9,16.28,,iphone,14.6,17,2,12,1,low,0,0,,0.24771733871258342
95,800,4,95,extra time boost,9,16.28,,iphone,12.7,54,21,13,0,low,0,0,,0.20934768242563537
4,45566,0,548,wrapped candy swap,0,16.28,,ipad,18.4,6,11,0,1,low,0,0,,0.2681852864934952
35,16387,0,193,color bomb creation,7,16.28,,ipad,15.4,6,0,41,0,low,0,1,,0.32496372940857376
6,57327,5,188,wrapped candy blast,0,16.28,,ipad,19.3,17,0,115,1,low,0,1,,0.33690335442076175
400,30487,15,50,color bomb usage,0,16.28,,android,11.2,49,5,12,0,low,0,0,,0.2514144317334905
71,800,8,96,extra time boost,2,16.28,,ipad,11.3,11,26,13,0,low,0,1,,0.18204040126648452
67,1299,14,444,extra time boost,9,16.28,,ipad,16.8,0,0,26,1,low,1,1,,0.26846359944321
318,24764,63,1235,color bomb usage,25,16.28,,iphone,17.9,2,0,119,1,low,0,1,,0.3125247180678095
98,43459,1,50,extra moves,9,16.28,,iphone,14.9,4,0,0,0,low,1,0,,0.2609311634213893
18,800,4,50,special candy swap,1,16.28,,ipad,14.5,55,0,1,0,low,1,0,,0.2075992343618975
107,58236,61,189,striped candy swipe,11,16.28,,ipad,15.9,24,13,18,0,high,0,0,,0.21535554861572362
175,7261,15,50,extra time boost,1,16.28,,iphone,11.2,3,19,162,0,low,1,0,,0.21325194208839376
4,10323,81,2029,fish usage,0,16.28,,ipad,17.7,18,5,41,0,low,0,1,,0.30610879426086585
4,800,1,111,striped candy swipe,0,16.28,,iphone,16.1,11,0,1,0,low,0,1,,0.27670107021535373
350,5752,95,239,striped candy swipe,0,16.28,,iphone,19.3,2,6,0,1,low,0,0,,0.35093237325188903
4,800,32,419,extra time boost,0,16.28,,ipad,12.6,0,10,8,0,low,1,0,,0.13436245982739492
4,800,91,946,extra moves,3,16.28,,iphone,14.7,56,5,33,0,low,0,1,,0.2732475394715858
400,800,30,210,striped candy blast,1,16.28,,ipad,15.5,12,22,8,0,low,0,1,,0.20960541321213633
11,95000,35,50,fish usage,11,16.28,,ipad,14.9,29,6,140,0,low,0,1,,0.24911914775537658
4,8210,8,50,special candy swap,0,16.28,,iphone,14.1,16,8,9,1,low,1,1,,0.20759755233131524
327,15146,15,1610,striped candy swipe,0,16.28,,iphone,12.5,0,10,32,1,low,0,0,,0.1915204416204106
4,800,11,175,extra moves,43,16.28,,iphone,14.7,7,22,10,1,low,1,1,,0.2732475394715858
102,31561,75,233,wrapped candy blast,0,16.28,,android,13.3,0,13,10,1,low,1,0,,0.19982987809951186
30,3673,67,972,extra time boost,9,16.28,,ipad,14.5,39,2,1,1,low,1,0,,0.2075992343618975
113,20050,12,357,wrapped candy blast,8,16.28,,ipad,11.2,18,16,13,0,low,0,0,,0.20300544590422895
93,14222,4,50,fish usage,3,16.28,,iphone,14.8,9,0,50,1,low,0,0,,0.2614647323286138
261,9968,0,50,wrapped candy blast,0,16.28,,ipad,11.2,2,21,0,0,low,0,0,,0.20300544590422895
391,800,4,50,wrapped candy blast,7,16.28,,android,11.5,3,5,0,0,low,0,0,,0.2746301083265294
201,800,53,135,fish usage,6,16.28,,iphone,12.0,0,13,29,1,low,0,0,,0.2016352250357119
4,4008,13,795,color bomb usage,0,16.28,,ipad,11.2,13,4,13,1,low,0,1,,0.20300544590422895
60,24841,14,383,color bomb usage,0,16.28,,iphone,17.1,17,8,19,1,low,0,0,,0.3343121223394538
115,800,27,60,special candy swap,6,16.28,,ipad,11.2,0,22,32,1,low,1,1,,0.20300544590422895
317,800,10,218,fish usage,13,16.28,,ipad,11.2,20,67,22,0,low,1,0,,0.20300544590422895
301,24154,30,50,rewarded_boosters,15,16.28,,android,17.8,1,20,0,0,low,1,0,,0.24692817699475034
21,800,4,397,extra moves,0,16.28,,ipad,11.2,10,3,19,1,low,0,0,,0.20300544590422895
49,42152,95,962,striped candy swipe,0,16.28,,android,12.8,46,12,0,0,low,1,0,,0.28785720908606854
400,9997,0,1675,extra time boost,0,16.28,,iphone,14.4,20,7,1,1,low,0,0,,0.2670593100009214
30,5336,30,746,striped candy swipe,0,16.28,,ipad,14.9,2,1,13,1,low,0,0,,0.24911914775537658
377,1059,0,300,rewarded_boosters,0,16.28,,ipad,19.3,0,0,4,1,low,0,0,,0.33690335442076175
223,800,0,50,striped candy swipe,0,16.28,,android,15.9,20,6,3,0,low,0,1,,0.2647785054395077
4,34548,81,460,extra time boost,42,16.28,,ipad,11.6,29,0,5,0,low,1,0,,0.24121517675566198
